Код строки	Оператор	Вид отхода	Маршрут	Подрядчик	Контейнерная площадка	Район обслуживания	Адрес КП	Блок, квартира	Время вывоза	Всего контейнеров	Количество по факту вывоза	Вид контейнера	Вид вывоза бункера	Категория операции	Комментарий	Информация водителю	Приостановлен	Расторгнут	Обратить внимание	По дням недели	пн	вт	ср	чт	пт	сб	вс	1-я нед.	2-я нед.	3-я нед.	4-я нед.	5-я нед.	1 вс	2 пн	3 вт	4 ср	5 чт	6 пт	7 сб	8 вс	9 пн	10 вт	11 ср	12 чт	13 пт	14 сб	15 вс	16 пн	17 вт	18 ср	19 чт	20 пт	21 сб	22 вс	23 пн	24 вт	25 ср	26 чт	27 пт	28 сб	29 вс	30 пн	31 вт	Ответственный	Дата строки
4 497	РЭП-2	ТБО	С2		С-1847	советский район	Нижний Новгород г., 1-я Оранжерейная ул.30А		14:33:00	1	Нет	1,1				ООО Лидер, Ветлечебница, вывоз по заявке ,ворота всегда открыты, тел.8-952-444-23-18	Нет	Нет	Нет	Да	1							Нет	Нет	Нет	Нет	Нет		1							1							1							1							1		Миронов Д.М.	29.11.2019 9:06:52
9 358	РЭП-2	ТБО	С2		С-6	советский район	Нижний Новгород г., 1-я Оранжерейная ул.32А		15:31:00	1	Нет	1,1				ДК 11-00 ВЫВОЗ СТРОГО ПОСЛЕ 07-00	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:53
12 690	РЭП-2	КГМ	КГМ_С1		С-6	советский район	Нижний Новгород г., 1-я Оранжерейная ул.32А		14:44:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
6 290	РЭП-2	КГМ	КГМ_С1		С-10	советский район	Нижний Новгород г., 1-я Оранжерейная ул.41		14:45:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
9 359	РЭП-2	ТБО	С2		С-10	советский район	Нижний Новгород г., 1-я Оранжерейная ул.41		15:32:00	1	Нет	1,1				ДК 11-00	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:53
5 152	РЭП-2	КГМ	КГМ_С1		С-9	советский район	Нижний Новгород г., 1-я Оранжерейная ул.44		14:46:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
9 821	РЭП-2	ТБО	С2		С-9	советский район	Нижний Новгород г., 1-я Оранжерейная ул.44		15:33:00	2	Нет	1,1					Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 9:06:54
19 816	РЭП-2	ТБО	НН.8		С-11	советский район	Нижний Новгород г., 1-я Оранжерейная ул.46				Нет	8 м3				по заявке; вывоз КГМ без смены бункера	Да	Нет	Нет	Да								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:06:56
9 361	РЭП-2	ТБО	Фарбе_лот4_2 0,75	Фарбе	С-11	советский район	Нижний Новгород г., 1-я Оранжерейная ул.46		7:20:00	1	Нет	0,75				охрана 281-77-21	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 9:06:53
9 360	РЭП-2	ТБО	Фарбе_лот4_2 0,75	Фарбе	С-11	советский район	Нижний Новгород г., 1-я Оранжерейная ул.46		7:20:00	1	Нет	0,75				охрана 281-77-21	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 9:06:53
9 362	РЭП-2	ТБО	Фарбе_лот4_2 0,75	Фарбе	С-12	советский район	Нижний Новгород г., 1-я Оранжерейная ул.58		7:20:00	3	Нет	0,75					Нет	Нет	Нет	Да		3			3			Нет	Нет	Нет	Нет	Нет			3			3				3			3				3			3				3			3				3	Миронов Д.М.	29.11.2019 9:06:53
50	Чистый двор	КГМ	КГМ_Л4		Л-1	ленинский район	Нижний Новгород г., 2-я Дачная ул. (Дачный п)2		8:14:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:42
7 463	Чистый двор	ТБО	Л5		Л-1	ленинский район	Нижний Новгород г., 2-я Дачная ул. (Дачный п)2		7:36:00	2	Нет	1,1		ЧС ЧД			Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 7:30:20
12 692	РЭП-2	КГМ	КГМ_ЧС		С-13	советский район	Нижний Новгород г., 2-я Оранжерейная ул.11		7:34:00	1	Нет	кгм				частный сектор	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
9 363	РЭП-2	ТБО	НН.EU.ЧС		С-13	советский район	Нижний Новгород г., 2-я Оранжерейная ул.11		8:52:00	2	Нет	1,1				частный сектор	Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 9:06:53
12 693	РЭП-2	КГМ	КГМ_С1		С-17	советский район	Нижний Новгород г., 2-я Оранжерейная ул.4		14:56:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
9 365	РЭП-2	ТБО	НН.EU.ЧС		С-17	советский район	Нижний Новгород г., 2-я Оранжерейная ул.4		7:16:00	1	Нет	1,1				ДК 11-00	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:53
9 368	РЭП-2	ТБО	Фарбе_лот4_2 0,75	Фарбе	С-16	советский район	Нижний Новгород г., 2-я Оранжерейная ул.6А		7:12:00	3	Нет	0,75				ДК 11-00	Да	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 9:06:53
12 694	РЭП-2	КГМ	КГМ_С1		С-16	советский район	Нижний Новгород г., 2-я Оранжерейная ул.6А		14:48:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
12 896	РЭП-2	КГМ	КГМ_ЧС		С-1413	советский район	Нижний Новгород г., 2-я Оранжерейная ул.8		7:36:00	1	Нет	кгм				частный сектор	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
9 507	РЭП-2	ТБО	Н1		Н-1354	нижегородский район	Нижний Новгород г., 3-я Ямская ул., д.		10:55:00	1	Нет	1,1				Церковь по заявке	Нет	Нет	Нет	Да								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:06:54
2 463	РЭП-2	ТБО	ПЭТ_4 лот		Н-1	нижегородский район	Нижний Новгород г., 3-я Ямская ул.1			1	Нет	1,1рс					Да	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 9:06:52
8 876	РЭП-2	ТБО	Н1		Н-1	нижегородский район	Нижний Новгород г., 3-я Ямская ул.1		10:55:00	1	Нет	1,1				СТРОГО ДО 09-00 С ПОДБОРОМ	Нет	Нет	Нет	Да		1				1		Нет	Нет	Нет	Нет	Нет			1				1			1				1			1				1			1				1			1	Миронов Д.М.	29.11.2019 9:06:53
12 932	РЭП-2	КГМ	КГМ_Н1		Н-2	нижегородский район	Нижний Новгород г., 3-я Ямская ул.30		17:04:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
19 048	Чистый двор	Прочее	НеТКОверхЧ		С-1944	советский район	Нижний Новгород г., 4 линия (Мичуринские сады СНТ) ул.111				Нет	8 м3			ОКА	Русинтрейд 8-920-078-93-21	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:55:37
16 746	Чистый двор	КГМ	КГМ_М1		М-184	московский район	Нижний Новгород г., 50-летия Победы ул.15		8:12:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
6 688	Чистый двор	ТБО	М1		М-184	московский район	Нижний Новгород г., 50-летия Победы ул.15		7:03:55	3	Нет	1,1				[vip]	Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 7:30:16
34 808	Чистый двор	ТБО	М1		М-1383	московский район	Нижний Новгород г., 50-летия Победы ул.18			1	Нет	1,1			ООО "АВЕРС НН" 270-00-54, 224-67-74	ООО "АВЕРС НН" 8-987-112-57-81 шлагбаум, контейнер на замке, 270-00-54, 224-67-74	Нет	Нет	Нет	Да			1					Нет	Нет	Нет	Нет	Нет				1							1							1							1							Миронов Д.М.	29.11.2019 7:30:22
1 500	Чистый двор	ТБО	М1		М-1383	московский район	Нижний Новгород г., 50-летия Победы ул.18		7:15:08	1	Нет	1,1				Религиозная организация. Ключ от контейнера в машине.	Нет	Нет	Нет	Да	1				1			Нет	Нет	Нет	Нет	Нет		1				1			1				1			1				1			1				1			1		Миронов Д.М.	29.11.2019 7:30:15
16 747	Чистый двор	КГМ	КГМ_М1		М-186	московский район	Нижний Новгород г., 50-летия Победы ул.23		8:06:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
34 569	Чистый двор	ТБО	ПЭТ_3 лот		М-186	московский район	Нижний Новгород г., 50-летия Победы ул.23			1	Нет	1,1рс					Нет	Нет	Нет	Да			1					Нет	Нет	Нет	Нет	Нет				1							1							1							1							Миронов Д.М.	29.11.2019 7:30:22
22 859	Чистый двор	ТБО	Бункер 8м3		М-186	московский район	Нижний Новгород г., 50-летия Победы ул.23			1	Нет	1	Забрать без возврата	зачистка площадки			Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет															1																	Спирина Татьяна Александровна	16.12.2019 11:22:27
5 896	Чистый двор	ТБО	М1		М-186	московский район	Нижний Новгород г., 50-летия Победы ул.23		7:15:08	2	Нет	1,1					Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 7:30:16
7 834	Чистый двор	ТБО	М1		М-187	московский район	Нижний Новгород г., 50-летия Победы ул.24		10:08:14	1	Нет	1,1				Школа 115, заезд с ул. Безрукова	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1	1			1			1				1	Еналиева Марина Александровна	20.12.2019 15:18:47
4 306	Чистый двор	ТБО	М1		М-188	московский район	Нижний Новгород г., 50-летия Победы ул.26		7:11:34	1	Нет	0,36				САДОВОД	Нет	Нет	Нет	Да			1			1		Нет	Нет	Нет	Нет	Нет				1			1				1			1				1			1				1			1				Миронов Д.М.	29.11.2019 7:30:15
1 481	Чистый двор	ТБО	М1		М-188	московский район	Нижний Новгород г., 50-летия Победы ул.26		7:11:34	1	Нет	1,1				ООО Жигули	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:15
16 748	Чистый двор	КГМ	КГМ_М1		М-189	московский район	Нижний Новгород г., 50-летия Победы ул.3		13:18:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
6 637	Чистый двор	ТБО	М1		М-189	московский район	Нижний Новгород г., 50-летия Победы ул.3		11:44:28	3	Нет	1,1					Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 7:30:16
